,target,id,text
353,EXPE,1455338579891269638,Monday's Recap  Stocks @Elitegaptrading  $ATEN sold last 25% (Already made $ on 75%) $ENPH reached 2nd target🔥 $WOLF reached 2nd target🔥 $CDMO reached 2nd target🔥  New   $ON went long   Options @elitecapoptions  $EXPE 4.85 to 7.1 (TP)🔥 $BA 2.05 to 3.01 (TP)🔥 $TSLA Full swing
354,EXPE,1455330349248962561,RT @ThePupOfWallSt: Charts posted today   $FSLR $FCX $LAC $SOFI $PLTR $SQ $CRWD $EXPE $HUT https://t.co/LDfpT9YHEP
355,EXPE,1455327948484055044,@thoughtfulbae I NEED TO HEAR THE GAMBINO AND SILK SOMIC TRACK EXPE-FUCKIN-DICOUSLY
356,EXPE,1455326036426731520,"RT @drippy2hard: 🛶 #driprecap 🛶  $KSS 54C +400%, been holding this since last week  $OLN 58C +100%. Watching tomorrow  $MARA 55/56/57C over…"
357,MHK,1455340109566562306,@RileyCountyPD assisted with traffic control in the area and @RileyCountyKS EMS is on scene as a precaution.  We will have details on https://t.co/ZkOBOZVIve as more information becomes available.   #MHK #HouseFire #RCFD1 #MFD #RCPD #RCEMS #wibw
358,MHK,1455340107083485188,"@RileyCountyKS Fire with @ManhattanFD are working to extinguish a two-story house fire on Dunbar, south of Fort Riley Boulevard.  The house was unoccupied at the time of the fire, no injuries have been reported.  #MHK #HouseFire #RCFD1 #MFD #RCPD #RCEMS #wibw https://t.co/HmUZVtOHC2"
359,MHK,1455336704995479554,50 DMA Support today: $MHK ... https://t.co/RCLFUwarui
360,MHK,1455330997105483783,@1ReginaldS Couldn’t be happier you are in MHK
361,MHK,1455326957214879748,"@carn2vol @henry_p2312 @BigGameBoomer That’s not where the tailgating is dude. 😂😂😂  But if ya want to compare cities? Ok.   Yes! Manhattan &gt; Knoxville   And @KStateFB tailgating &gt; UT tailgating.   ALL DAY LONG.   Ring em up. Knoxville, Athens, Gainesville, Lexington, Klempsun, Raleigh, Chapel Hill.   MHK is tops."
362,ALGN,1455351489355030529,Top 15 Healthcare stocks with market cap over 1 billion in 5 days.   👉 https://t.co/CozvZZKu5L  $NUVL $RXDX $CYH $AVAH $BLUE $SEER $ICVX $DOCS $VCYT $ENSG $ACHC $ALGN $OLK $HLTH $RGEN  🚀🚀🚀🚀🚀 https://t.co/efDySNA9s7
363,ALGN,1455350228203286528,Top 15 Healthcare stocks with market cap over 1 billion today.   👉 https://t.co/YFhMWrAhqC  $HLTH $ICVX $VALN $ABCL $VCYT $NNOX $DICE $SENS $DOCS $IBRX $ALGN $AMWL $NUVL $SGFY $RXRX  🚀🚀🚀🚀🚀 https://t.co/QqnKyU9jfk
364,ALGN,1455345094278647817,"$ALGN has been added to the Best Stocks list with an EM of 27.0, market capitalization 52576.0 and a perfect timing 5.4. You can find it here https://t.co/sdOB5AhCwX"
365,ALGN,1455337991778586626,RT @AtcsUsa: $SPY #SPX - Top 10 Gainers Today  #BEN 11.62% #TSLA 8.49% #ALGN 5.94% #LVS 5.69% #ABMD 5.41% #NCLH 5.25% #F 5.09% #DE 4.80% #D…
366,ALGN,1455337688572301319,$ALGN Time to secure locates to short  Register for 7-Day Trial Access at https://t.co/4iPw4wGRcw https://t.co/hcg3i5WqFS
367,ALGN,1455333991813373953,RT @AtcsUsa: $SPY #SPX - Top 10 Gainers Today  #BEN 11.62% #TSLA 8.49% #ALGN 5.94% #LVS 5.69% #ABMD 5.41% #NCLH 5.25% #F 5.09% #DE 4.80% #D…
368,ALGN,1455333084103012354,$SPY #SPX - Top 10 Gainers Today  #BEN 11.62% #TSLA 8.49% #ALGN 5.94% #LVS 5.69% #ABMD 5.41% #NCLH 5.25% #F 5.09% #DE 4.80% #DVN 4.77% #PENN 4.60%  #trading #investing
369,ALGN,1455331091422662657,holaa algn tiene el drive de this is us de 1D?
370,SEE,1455357819037884418,"i say this bc it’s hard to find people that understand and respect the fact that feelings genuinely make me uncomfortable, so it’s nice to see that there’s still hope"
371,SEE,1455357819025338370,@RaashiSahaDeva Wow. Love to see more
372,SEE,1455357818735788035,"RT @AndrewHiesinger: Who wants to see some updated Dark Pool levels for $AMC, $GME?  50 likes and 15 retweets, and it will be posted up."
373,SEE,1455357818609958912,"RT @kurteichenwald: ....treated as a luxury, paid free time an impossibility, children unaffordable, homes a dream. Yes, work is important…"
374,SEE,1455357818383515652,RT @Brocklesnitch: you must see the end of the ep of this new dating show where the guy picks which woman is already in a relationship http…
375,SEE,1455357818077204483,RT @sanastan28: This comment under Shehnaaz's latest post ❤️❤️  See @ishehnaaz_gill u inspire so many ppl unknowingly ❤️❤️  #ShehnaazGill #…
376,SEE,1455357817657835520,"@GopherCrew Could see a split with Penn St, could catch the Roos.."
377,SEE,1455357817603465217,RT @mchooyah: What you see happening is the result of making decisions based on emotions rather than logic.
378,SEE,1455357817368375297,"RT @euphoria_sarah: If only waste it on me,savage love,and who were under his name not the group. But no bighit hate to see it 😑 His passio…"
379,SEE,1455357817343315968,@FrancisMaudeAdv I really want to see the Chicken God’s revenge on KFC
380,SEE,1455357817284562944,"@adamjohnsonNYC @sarahlazare Once you see, cannot unsee.  It's young Jason Alexander. Costanza from Seinfeld. https://t.co/30rqwoNJMv"
381,SEE,1455357817053978624,"@scoopoloop @job_gyhb You must be trolling. Type ""White people"" in any search engine. Turn the news on. See all the racially based hysteria within academia, the news media, trainings for corporate employees, segregated graduations, events and ""Affinity Spaces"" at our top schools??? Its everywhere https://t.co/Zsxntyp7CW"
382,SEE,1455357816793796608,RT @AmeriKraut: see how bagheera gave us just enough claw to know baby could turn the game up a notch at any time?
383,SEE,1455357816525365252,@ShawnCosgrove1 No surprise to see @ekialb riding winners at Flemington
384,SEE,1455357816298950672,"RT @amateurtiktoks: Good to see that @SocksOnSolana keep growing, soon 20k followers? 👀"
385,SEE,1455357815975972866,"RT @_MikeAdams: Balenciaga is a social experiment to see what level people will stoop to just to show others they’ve got coin, i won’t be t…"
386,SEE,1455357815833481218,RT @sneerid: “deactivating my accounts to disappear off social media✌️” yea ight bitch see u next week
387,SEE,1455357815682383874,RT @lihautan: Let's see how slot in @sveltejs works  🧵👇
388,SEE,1455357815623766019,"RT @ElochukwuOhagi: This is evil being committed by @HQNigerianArmy in Igbo state of Agwu, Enugu State. They are shooting at people's house…"
389,SEE,1455357815598501893,@nz_ I would like to see a collaborative repo - an analogue of coreutils but for full stack infrastructure slices with latency benchmarks and cost formula. (1/2)
390,SEE,1455357815296569346,"🤓 Fun Fact 🤓 What would one #ELON cost if it had the market capitalization of #XRP #XRP? Unbelievable but true, one #Dogelon Mars would cost $0.00009237 🥰. See 👁️  https://t.co/D8vyQ1QQEo https://t.co/28ii54OyWZ"
391,SEE,1455357815275458561,RT @VeronicaWhiite: RT if you want to see some other shots from this series! https://t.co/WZRyrDLXOR
392,SEE,1455357815128797187,RT @ZssBecker: Reading stories left and right about how insanely up people are on NT.  Me and Elliot never set a price on a single NFT.  Th…
393,SEE,1455357815061630988,@itsmrstealyour_ don’t let the middle aged suburban soccer moms who vote for Cody but make homophobic jokes about jojo see this or they’ll think you’re serious 😂
394,SEE,1455357814956859393,"RT @shibainuart: Opinion: Many tokens list on different Exchanges, yet $SHIB makes history by achieving upcoming listings in Tier 1 exchang…"
395,SEE,1455357814956826629,@bribrisimps oh yeah see u there 😋💕😮‍💨
396,SEE,1455357814663258113,if i see any harmful comments towards my boy im choosing violence without a second thought 🤺 https://t.co/Mibeitvx8U
397,SEE,1455357814327545858,"RT @jaeyangsvalente: i love the concept of the drama, it’s about a man who's struggling to accept that he's falling in love with a man- but…"
398,SEE,1455357814252064781,"The goal is to get food items for sandwiches &amp; 2500 care packages by Sunday, 11/21! We need essential toiletries. As well as gloves, beanies &amp; hats. Kids from various foundations are making the sandwiches &amp; passing out care packages items. (See flyer for more details) https://t.co/s9DI2UHWqT"
399,SEE,1455357814143062018,"@Lupin_ch I wish you the best on your pursuit to learning 3D! It's one of the things I want to focus more on, so it might be something I'll share in the future. We'll see.  Thanks for believing in me, I hope I can pull through!"
400,SEE,1455357814092750852,"RT @AuthorKimberley: Climbing up on Solsbury Hill I could see the city light Wind was blowing, time stood still Eagle flew out of the night…"
401,SEE,1455357813840961537,"RT @Bababooie42: So Scott Morrison won't let Australia see Barnaby's drought envoy texts, but will leak a text from The President of France…"
402,SEE,1455357813329313795,RT @ILoveKindness2: @sandrine422 @TuckerCarlson 🤮🤮🤬 @TuckerCarlson will do ANYTHING for attention! Didn't you see his mini series from Hung…
403,SEE,1455357813312589830,"@TorelloSports I couldn't see him leaving Oregon for anything other than Miami or the SEC. At this point, Oregon is a better program than Penn State or Nebraska and he has better resources there.  Now, if or when Florida would maybe part ways with Mullen, I'd go all out for Cristobal"
404,SEE,1455357813308329986,"RT @SunshineMoonRX: like, that was the big lie millenials were sold for ages, right. one day you'll be a manager with a big office and a ho…"
405,SEE,1455357813023285252,Y’all can’t buy nothing off my site cuz it’s all gone. See ya in a few weeks 🤣🙃
406,SEE,1455357812800950276,RT @bullybidness: SEE….This is what happens when you use both your tickets to pound town at the SAME TIME . @yardiestyle2 .  It’s getting r…
407,SEE,1455357812641607684,@williamlegate Is that Black Hole Sun version of Zuck??  It's like we can see right into his black soul. https://t.co/VK529IUjHZ
408,SEE,1455357812314365954,RT @YasmhneeO_o: Y’all be such great moms so young it’s so cute. I love to see it. It’s really people out here who don’t deserve children.
409,SEE,1455357812112904193,@cringegobrrr D: Save them.  In all seriousness I'm excited to see where this goes. :D
410,SEE,1455357811810992128,RT @hernan_fur: El Show que quiero ir a ver pero Lin Hu estoy seguro que no querrá ir 🥺🐻  (English) The Show I want to go to see but Lin Hu…
411,SEE,1455357811790159880,"RT @shibainuart: Opinion: Many tokens list on different Exchanges, yet $SHIB makes history by achieving upcoming listings in Tier 1 exchang…"
412,SEE,1455357811760812033,Keep talkin ja! See how that works out for you! We aren’t shooting like that again!
413,SEE,1455357811605397507,@AaryanS19 i see highlights all over the place from all of those guys except jalen
414,SEE,1455357811441881088,@FictionPress I can't seem to get any emails for story alerts since last Tuesday. Can you see if something isn't working on your end please? Thank you
415,SEE,1455357811190284290,i'm sorry i always post so many pictures of rangie but every day i'm like ☺️☺️☺️ wheni can see her visibly get comfortable and I want people to witness her progress with me...
416,SEE,1455357811056054279,@PulseNigeria247 Nigerian government no won see any Igbo man succeed
417,SEE,1455357810909270020,RT @AmeriKraut: see how bagheera gave us just enough claw to know baby could turn the game up a notch at any time?
418,SEE,1455357810900754432,I don't want to see any fan wars on my tl
419,SEE,1455357810863128576,"@mfullhack @kat61969 @wfaa Now don’t get me started on Trump. That is an entirely different conversation and Trump and Patriot should not be used in the same sentence. See some of us are about rules,law and order and not lawlessness,lies and disorder."
420,SEE,1455357810120687616,RT @corykanexxx: Missing summer already - I wanna go jerk off outdoors again wahhh 😩😈😈😈😈💦   See more @ https://t.co/f2SPhgHnaI    https://t…
421,SEE,1455357809697050625,@chartdata @BTS_twt we love to see it  #TheMusicVideo #BUTTER #PCAs
422,SEE,1455357809567191040,@murtaugh_todd @USMortality I would love to see the actual fully vaccinated data
423,SEE,1455357809567150082,"I just wanna see you naked Legs spread, on my, yeah"
424,SEE,1455357809525100545,RT @ihs_heeseung: everywhere i go i see this hoodie https://t.co/dNMBbp4tnD
425,SEE,1455357809483304960,@KingSlayerxRGS @moxymox3 @EloLanTV @Trainwreckstv @EA Security has no control over the kid putting something on the conveyor…. They don’t know if a conversation was had prior between the parent and the child if they see them put it in their pocket then security does their job…. It’s not the stores fault at all lol
426,SEE,1455357809357320199,"RT @SunshineMoonRX: I see the media machine is in gearing up on inventing an industry of ""actually millenials have the same incomes and val…"
427,SEE,1455357809051197449,@RiyadMahrezSZN See u soon brotha
428,SEE,1455357809004986370,RT @beautxty: good morning ✨   and i will not stop on manifestinggg a txt daesang until it became real. We will work harder as time goes by…
429,SEE,1455357808623251457,RT @bruciewayne21: retweet if you're excited to see both  spiderman no way home🕷️ and the batman 🦇 https://t.co/dXzVmYEVMW
430,SEE,1455357808531148802,"@RadziwillLee Sorry just google Roth and Solomon jewelry book, and then go to Pearl rings and you’ll see it"
431,SEE,1455357808409415689,"RT @moajunn: once u see this tweet, pls RT and REPLY to vote for txt ! remember to vote on the website too because it's also important!!  […"
432,SEE,1455357808166113288,RT @RRRMovie: Thank you soo much @alluarjun garu 🤩 Can’t wait to see #Pushpa’s magic in December!! ❤️
433,SEE,1455357808082255872,Gotta love having mates who have a pool on a 30 degree day I'll see you legends latter tonight at 8pm AEST on twitch https://t.co/AIWCWDCiyR
434,SEE,1455357807939788814,@CashAppRecords How dare you make me see this with my own eyes!
435,SEE,1455357807889367044,RT @JonathanGuito: Tesla isn't just a car company. Or tech company. Or A.I. company.  Tesla is a movement. A paradigm shift. A REVOLUTION.…
436,SEE,1455357807696433155,"white leftist men love to dismiss other people’s lived experiences lol… identifying with certain aspects of my identity is not manufacturing division, it’s an acknowledgement of the things that inform the way i see the world (and the way the world sees me)"
437,SEE,1455357807574794241,"RT @atomsmasherr1: A new JFF superfan is enjoying my 200 videos, 202 posts, and 408 likes. Here's a sneak peek. See ALL my content at: http…"
438,SEE,1455357807272865798,"RT @Voice__Reason: $BAT now the volume picking up, moved 10% on low volume, let’s see what happens now that people are noticing it."
439,SEE,1455357807193034757,"I just got some really bad news, I'll see y'all when i see ya. https://t.co/bhknaYDIsu"
440,SEE,1455357806773616645,Please bomb this survey as you see fit. Oakland Forever https://t.co/s3J3j0Brpa
441,SEE,1455357806383534084,"RT @hyunjaemwohae: You can see here that Sunwoo, Changmin, and Juyeon were debating whether a star is born or made. Sunwoo and Changmin (pr…"
442,SEE,1455357806274482180,"@Scott_WJ_21 @PapaGeo15 @CoriBush if a Black person killed some white people and the judge refused to let the judge call the victims victims, would you be okay with that? would you assume the judge is unbiased? or do you just see white supremacy as unbiased?"
443,SEE,1455357806026969090,"RT @sophsbts: 2021, BTS 8 years into career and has ""fans"" spreading narratives bc of their concept photos.  I know damn right yall complai…"
444,SEE,1455357805628645379,i can't wait to see and hug u soon
445,SEE,1455357805544853504,"Want to see more of this leak? I know you do!   For a FREE leak of these goodiez, go here: https://t.co/GeDJQFEmVL https://t.co/u1VH5lgENi"
446,SEE,1455357805494521857,RT @joshuadun: @saipookytowel great to see you all
447,SEE,1455357805251149828,"RT @Etadelius: I see that Hana is preparing for ICON 2.0's BTP 🚀  Apart from $icx and $eth, now it supports $dot, $ksm and $glmr!  The futu…"
448,SEE,1455357804865376258,RT @nescartridges: the mandela catalogue face is a lot less scary when you see the original image LMAO https://t.co/9kzqKXUFlK
449,SEE,1455357804697604097,"Let your light so shine before men, that they may see your good works and glorify your Father in heaven.”Matthew 5:16  24"
450,SEE,1455357804622057476,RT @drtynycman: Who wants this load? Where do you want it?  See my full load now. https://t.co/VpCrMK84cL https://t.co/k8HT5cDkH3 https://t…
451,SEE,1455357804483645440,RT @KosmosQ: Deep-fried ribeye burnt ends are the perfect way to cure the Monday blues 🙌 😋 🥩     Tag someone who needs to see this 👇👇👇 #kos…
452,SEE,1455357804319952898,RT @NowruzJournal: Thanks to those September submitters who've resubmitted their work in light of the tech issues that unfortunately delete…
453,SEE,1455357804110176263,"@murpharoo I'll believe the current government is going to do anything on climate change when I see it stop accepting fossil fuel money, stop allowing new projects to go ahead &amp; stop handing unbelievable sums of money to the fossil fuel industry dressed up as renewable projects. LIAR!"
454,SEE,1455357803963506692,"RT @_MikeAdams: Balenciaga is a social experiment to see what level people will stoop to just to show others they’ve got coin, i won’t be t…"
455,SEE,1455357803892256768,RT @Brocklesnitch: you must see the end of the ep of this new dating show where the guy picks which woman is already in a relationship http…
456,SEE,1455357803749683201,RT @iitsbaddiee: Wanna see more? give me a follow🥴 https://t.co/bGe6gNTjpA
457,SEE,1455357803594334210,"RT @donwinslow: 1. This was Mitch McConnell's plan all along.  2. This is what coddling Joe Manchin has done.  3. Sadly, there remains a la…"
458,SEE,1455357803573522432,"This weekend’s trials of Osiris experiment was… wow. Really hope we see some changes in the coming weeks. Heck, even bring back the flawless pool over this 😂😬"
459,SEE,1455357803304980488,RT @communoah: Pete Davidson won't see your little comments about mentally ill men with questionable haircuts and tattoos but your transmas…
460,SEE,1455357803225178113,— 🛒🛒🛒   post this in your acc and see how many people want to...  🥑-block you 🍎 - be your Friend 🍓- meet you irl 🍒 -hold your hand 🍇 -date you 🌽 - ignore you
461,SEE,1455357803103621126,RT @freebies__0222: BOYLET 384 ▶️https://t.co/TblfGloTy7  ✅ See pinned tweet on how to open the link https://t.co/U0eOjtwEDh
462,SEE,1455357802940076042,RT @marleymckin: im sorry i don’t really know how to word things or what exactly to say at the moment.. but i would just like to say that i…
463,SEE,1455357802772377602,RT @jaguarjulie: @aaronmullfilms Excellent video of the seven gas stops of #BrianLaundrie -- and cool live of Myakkahatchee Park. Did you g…
464,SEE,1455357802721984518,@onlyshadale we can’t wait to see you kill it in the lives! congrats! #VoiceKnockouts
465,SEE,1455357802671529986,bc you can see all their names? — I need more advices🤔 you know I changed the methods to pick winners many times because you all keep telling me it's not fair or legit and it bothers me a lot.  https://t.co/CoflYKV68x
466,SEE,1455357802386378752,"RT @TheFunSizeGuy: Pad Man. Heartfelt, wonderfully acted. Based on a true story of Arunachalam, the inventor of today's affordable sanitary…"
467,SEE,1455357802273181697,Wanna see that emo dick?   #sissy #dickpic #cumtribute #cocktribute #pisstribute #jailbait #cumshot #nsfw #goddess #mistress #femdom #slave #cumwhore #cumslave #sissy #bwc #bbc #horny #nudes #ballcrushing #fatass #cumhole…
